rr_ms,beat_sample
592.0,481
602.0,782
576.0,1070
568.0,1354
566.0,1637
560.0,1917
564.0,2199
550.0,2474
536.0,2742
522.0,3003
532.0,3269
518.0,3528
496.0,3776
490.0,4021
492.0,4267
516.0,4525
566.0,4808
612.0,5114
560.0,5394
516.0,5652
532.0,5918
564.0,6200
586.0,6493
608.0,6797
588.0,7091
598.0,7390
560.0,7670
528.0,7934
518.0,8193
536.0,8461
560.0,8741
536.0,9009
526.0,9272
514.0,9529
528.0,9793
546.0,10066
564.0,10348
578.0,10637
558.0,10916
570.0,11201
572.0,11487
576.0,11775
564.0,12057
546.0,12330
556.0,12608
550.0,12883
548.0,13157
554.0,13434
524.0,13696
512.0,13952
492.0,14198
474.0,14435
484.0,14677
470.0,14912
462.0,15143
458.0,15372
454.0,15599
452.0,15825
454.0,16052
442.0,16273
448.0,16497
448.0,16721
444.0,16943
450.0,17168
480.0,17408
522.0,17669
538.0,17938
554.0,18215
546.0,18488
540.0,18758
534.0,19025
532.0,19291
520.0,19551
526.0,19814
540.0,20084
534.0,20351
544.0,20623
532.0,20889
522.0,21150
522.0,21411
490.0,21656
496.0,21904
532.0,22170
526.0,22433
512.0,22689
502.0,22940
502.0,23191
536.0,23459
562.0,23740
548.0,24014
510.0,24269
498.0,24518
516.0,24776
546.0,25049
554.0,25326
566.0,25609
592.0,25905
606.0,26208
608.0,26512
650.0,26837
632.0,27153
624.0,27465
570.0,27750
532.0,28016
510.0,28271
530.0,28536
546.0,28809
548.0,29083
544.0,29355
546.0,29628
548.0,29902
534.0,30169
532.0,30435
544.0,30707
534.0,30974
510.0,31229
498.0,31478
508.0,31732
496.0,31980
504.0,32232
498.0,32481
514.0,32738
558.0,33017
548.0,33291
570.0,33576
550.0,33851
562.0,34132
584.0,34424
578.0,34713
552.0,34989
572.0,35275
576.0,35563
570.0,35848
576.0,36136
560.0,36416
556.0,36694
520.0,36954
498.0,37203
486.0,37446
478.0,37685
474.0,37922
470.0,38157
468.0,38391
462.0,38622
474.0,38859
464.0,39091
472.0,39327
460.0,39557
468.0,39791
464.0,40023
464.0,40255
468.0,40489
472.0,40725
466.0,40958
480.0,41198
492.0,41444
538.0,41713
536.0,41981
560.0,42261
544.0,42533
516.0,42791
502.0,43042
510.0,43297
524.0,43559
548.0,43833
544.0,44105
540.0,44375
538.0,44644
578.0,44933
574.0,45220
556.0,45498
526.0,45761
510.0,46016
510.0,46271
554.0,46548
546.0,46821
528.0,47085
536.0,47353
520.0,47613
528.0,47877
530.0,48142
524.0,48404
536.0,48672
526.0,48935
540.0,49205
524.0,49467
512.0,49723
512.0,49979
504.0,50231
506.0,50484
514.0,50741
514.0,50998
514.0,51255
524.0,51517
520.0,51777
524.0,52039
504.0,52291
490.0,52536
492.0,52782
510.0,53037
516.0,53295
504.0,53547
496.0,53795
496.0,54043
498.0,54292
502.0,54543
500.0,54793
504.0,55045
518.0,55304
502.0,55555
492.0,55801
504.0,56053
492.0,56299
496.0,56547
504.0,56799
502.0,57050
514.0,57307
532.0,57573
526.0,57836
522.0,58097
504.0,58349
504.0,58601
502.0,58852
506.0,59105
510.0,59360
518.0,59619
518.0,59878
514.0,60135
510.0,60390
514.0,60647
512.0,60903
516.0,61161
536.0,61429
526.0,61692
514.0,61949
502.0,62200
492.0,62446
488.0,62690
482.0,62931
480.0,63171
476.0,63409
478.0,63648
486.0,63891
490.0,64136
468.0,64370
480.0,64610
486.0,64853
494.0,65100
520.0,65360
508.0,65614
524.0,65876
530.0,66141
540.0,66411
526.0,66674
514.0,66931
526.0,67194
554.0,67471
566.0,67754
550.0,68029
564.0,68311
538.0,68580
550.0,68855
566.0,69138
550.0,69413
540.0,69683
530.0,69948
512.0,70204
530.0,70469
542.0,70740
546.0,71013
546.0,71286
542.0,71557
528.0,71821
522.0,72082
516.0,72340
516.0,72598
514.0,72855
508.0,73109
494.0,73356
490.0,73601
482.0,73842
480.0,74082
486.0,74325
480.0,74565
484.0,74807
488.0,75051
492.0,75297
492.0,75543
496.0,75791
488.0,76035
500.0,76285
508.0,76539
530.0,76804
524.0,77066
542.0,77337
550.0,77612
526.0,77875
524.0,78137
520.0,78397
548.0,78671
532.0,78937
530.0,79202
524.0,79464
510.0,79719
496.0,79967
496.0,80215
500.0,80465
506.0,80718
538.0,80987
532.0,81253
546.0,81526
550.0,81801
554.0,82078
554.0,82355
538.0,82624
516.0,82882
586.0,83175
520.0,83435
506.0,83688
510.0,83943
508.0,84197
528.0,84461
544.0,84733
550.0,85008
546.0,85281
552.0,85557
552.0,85833
536.0,86101
536.0,86369
520.0,86629
544.0,86901
536.0,87169
540.0,87439
540.0,87709
526.0,87972
538.0,88241
530.0,88506
520.0,88766
562.0,89047
536.0,89315
546.0,89588
544.0,89860
530.0,90125
534.0,90392
544.0,90664
558.0,90943
554.0,91220
558.0,91499
538.0,91768
544.0,92040
566.0,92323
572.0,92609
570.0,92894
576.0,93182
548.0,93456
546.0,93729
570.0,94014
536.0,94282
518.0,94541
