rr_ms,beat_sample
326.0,15273
328.0,15437
328.0,15601
326.0,15764
328.0,15928
326.0,16091
328.0,16255
326.0,16418
326.0,16581
330.0,16746
330.0,16911
328.0,17075
326.0,17238
330.0,17403
326.0,17566
330.0,17731
326.0,17894
328.0,18058
326.0,18221
328.0,18385
326.0,18548
330.0,18713
326.0,18876
326.0,19039
328.0,19203
328.0,19367
326.0,19530
326.0,19693
328.0,19857
326.0,20020
326.0,20183
328.0,20347
324.0,20509
326.0,20672
326.0,20835
324.0,20997
326.0,21160
326.0,21323
324.0,21485
324.0,21647
324.0,21809
324.0,21971
324.0,22133
324.0,22295
322.0,22456
324.0,22618
322.0,22779
320.0,22939
322.0,23100
322.0,23261
322.0,23422
320.0,23582
322.0,23743
322.0,23904
322.0,24065
322.0,24226
322.0,24387
320.0,24547
320.0,24707
320.0,24867
322.0,25028
320.0,25188
320.0,25348
322.0,25509
320.0,25669
322.0,25830
322.0,25991
322.0,26152
324.0,26314
322.0,26475
322.0,26636
324.0,26798
324.0,26960
322.0,27121
324.0,27283
324.0,27445
324.0,27607
326.0,27770
324.0,27932
322.0,28093
324.0,28255
322.0,28416
324.0,28578
322.0,28739
324.0,28901
322.0,29062
322.0,29223
324.0,29385
322.0,29546
322.0,29707
324.0,29869
324.0,30031
324.0,30193
326.0,30356
326.0,30519
328.0,30683
328.0,30847
334.0,31014
334.0,31181
340.0,31351
342.0,31522
342.0,31693
344.0,31865
344.0,32037
344.0,32209
344.0,32381
342.0,32552
342.0,32723
340.0,32893
338.0,33062
338.0,33231
334.0,33398
334.0,33565
334.0,33732
332.0,33898
336.0,34066
336.0,34234
338.0,34403
340.0,34573
340.0,34743
344.0,34915
344.0,35087
344.0,35259
344.0,35431
346.0,35604
344.0,35776
342.0,35947
342.0,36118
342.0,36289
340.0,36459
342.0,36630
342.0,36801
344.0,36973
344.0,37145
346.0,37318
344.0,37490
344.0,37662
346.0,37835
342.0,38006
340.0,38176
338.0,38345
340.0,38515
336.0,38683
332.0,38849
336.0,39017
334.0,39184
334.0,39351
330.0,39516
332.0,39682
332.0,39848
334.0,40015
330.0,40180
334.0,40347
332.0,40513
334.0,40680
334.0,40847
334.0,41014
332.0,41180
336.0,41348
334.0,41515
334.0,41682
334.0,41849
332.0,42015
334.0,42182
334.0,42349
334.0,42516
334.0,42683
340.0,42853
342.0,43024
342.0,43195
348.0,43369
346.0,43542
350.0,43717
348.0,43891
348.0,44065
348.0,44239
350.0,44414
348.0,44588
348.0,44762
346.0,44935
348.0,45109
346.0,45282
342.0,45453
342.0,45624
342.0,45795
340.0,45965
340.0,46135
338.0,46304
338.0,46473
340.0,46643
336.0,46811
338.0,46980
336.0,47148
334.0,47315
336.0,47483
334.0,47650
334.0,47817
332.0,47983
334.0,48150
334.0,48317
332.0,48483
332.0,48649
334.0,48816
332.0,48982
334.0,49149
332.0,49315
334.0,49482
336.0,49650
334.0,49817
338.0,49986
338.0,50155
340.0,50325
338.0,50494
342.0,50665
344.0,50837
340.0,51007
344.0,51179
342.0,51350
342.0,51521
340.0,51691
340.0,51861
340.0,52031
340.0,52201
340.0,52371
340.0,52541
338.0,52710
340.0,52880
340.0,53050
342.0,53221
344.0,53393
344.0,53565
346.0,53738
344.0,53910
346.0,54083
346.0,54256
346.0,54429
346.0,54602
344.0,54774
344.0,54946
344.0,55118
344.0,55290
344.0,55462
342.0,55633
344.0,55805
340.0,55975
342.0,56146
342.0,56317
340.0,56487
340.0,56657
340.0,56827
340.0,56997
340.0,57167
340.0,57337
344.0,57509
348.0,57683
358.0,57862
364.0,58044
370.0,58229
374.0,58416
372.0,58602
374.0,58789
374.0,58976
368.0,59160
370.0,59345
370.0,59530
372.0,59716
378.0,59905
376.0,60093
368.0,60277
370.0,60462
368.0,60646
366.0,60829
362.0,61010
360.0,61190
358.0,61369
354.0,61546
350.0,61721
350.0,61896
348.0,62070
348.0,62244
342.0,62415
344.0,62587
344.0,62759
338.0,62928
342.0,63099
338.0,63268
340.0,63438
340.0,63608
338.0,63777
340.0,63947
338.0,64116
340.0,64286
340.0,64456
338.0,64625
340.0,64795
340.0,64965
340.0,65135
342.0,65306
340.0,65476
342.0,65647
342.0,65818
340.0,65988
338.0,66157
340.0,66327
336.0,66495
336.0,66663
336.0,66831
336.0,66999
336.0,67167
332.0,67333
334.0,67500
332.0,67666
334.0,67833
338.0,68002
342.0,68173
346.0,68346
346.0,68519
352.0,68695
354.0,68872
354.0,69049
352.0,69225
352.0,69401
348.0,69575
350.0,69750
346.0,69923
348.0,70097
344.0,70269
344.0,70441
342.0,70612
340.0,70782
342.0,70953
338.0,71122
340.0,71292
338.0,71461
338.0,71630
338.0,71799
340.0,71969
340.0,72139
346.0,72312
348.0,72486
350.0,72661
356.0,72839
362.0,73020
368.0,73204
374.0,73391
384.0,73583
402.0,73784
406.0,73987
400.0,74187
392.0,74383
380.0,74573
376.0,74761
374.0,74948
372.0,75134
372.0,75320
372.0,75506
380.0,75696
382.0,75887
392.0,76083
402.0,76284
402.0,76485
404.0,76687
398.0,76886
400.0,77086
394.0,77283
388.0,77477
380.0,77667
380.0,77857
376.0,78045
376.0,78233
382.0,78424
380.0,78614
384.0,78806
380.0,78996
374.0,79183
370.0,79368
370.0,79553
368.0,79737
364.0,79919
364.0,80101
358.0,80280
358.0,80459
356.0,80637
352.0,80813
350.0,80988
348.0,81162
348.0,81336
346.0,81509
344.0,81681
344.0,81853
344.0,82025
344.0,82197
344.0,82369
346.0,82542
346.0,82715
352.0,82891
354.0,83068
356.0,83246
360.0,83426
360.0,83606
362.0,83787
360.0,83967
360.0,84147
360.0,84327
358.0,84506
358.0,84685
354.0,84862
352.0,85038
354.0,85215
348.0,85389
348.0,85563
348.0,85737
346.0,85910
342.0,86081
342.0,86252
342.0,86423
340.0,86593
340.0,86763
340.0,86933
336.0,87101
336.0,87269
336.0,87437
338.0,87606
334.0,87773
336.0,87941
338.0,88110
338.0,88279
340.0,88449
348.0,88623
346.0,88796
350.0,88971
350.0,89146
352.0,89322
350.0,89497
352.0,89673
348.0,89847
350.0,90022
350.0,90197
346.0,90370
344.0,90542
346.0,90715
344.0,90887
344.0,91059
340.0,91229
342.0,91400
338.0,91569
342.0,91740
338.0,91909
340.0,92079
338.0,92248
338.0,92417
340.0,92587
338.0,92756
338.0,92925
336.0,93093
340.0,93263
340.0,93433
338.0,93602
338.0,93771
340.0,93941
340.0,94111
344.0,94283
340.0,94453
340.0,94623
340.0,94793
338.0,94962
338.0,95131
338.0,95300
338.0,95469
336.0,95637
336.0,95805
338.0,95974
332.0,96140
334.0,96307
332.0,96473
332.0,96639
330.0,96804
330.0,96969
332.0,97135
328.0,97299
328.0,97463
330.0,97628
332.0,97794
334.0,97961
338.0,98130
344.0,98302
348.0,98476
346.0,98649
348.0,98823
352.0,98999
348.0,99173
348.0,99347
348.0,99521
344.0,99693
344.0,99865
344.0,100037
344.0,100209
342.0,100380
342.0,100551
338.0,100720
340.0,100890
338.0,101059
338.0,101228
336.0,101396
338.0,101565
336.0,101733
338.0,101902
336.0,102070
338.0,102239
336.0,102407
338.0,102576
338.0,102745
336.0,102913
336.0,103081
336.0,103249
336.0,103417
336.0,103585
336.0,103753
334.0,103920
336.0,104088
338.0,104257
338.0,104426
338.0,104595
338.0,104764
342.0,104935
338.0,105104
340.0,105274
340.0,105444
340.0,105614
338.0,105783
340.0,105953
340.0,106123
336.0,106291
340.0,106461
336.0,106629
336.0,106797
338.0,106966
336.0,107134
336.0,107302
342.0,107473
338.0,107642
342.0,107813
340.0,107983
344.0,108155
344.0,108327
342.0,108498
344.0,108670
342.0,108841
344.0,109013
342.0,109184
342.0,109355
340.0,109525
342.0,109696
342.0,109867
340.0,110037
338.0,110206
344.0,110378
344.0,110550
346.0,110723
348.0,110897
346.0,111070
348.0,111244
350.0,111419
346.0,111592
344.0,111764
346.0,111937
344.0,112109
346.0,112282
346.0,112455
348.0,112629
354.0,112806
362.0,112987
364.0,113169
372.0,113355
372.0,113541
372.0,113727
368.0,113911
370.0,114096
366.0,114279
370.0,114464
368.0,114648
366.0,114831
366.0,115014
364.0,115196
362.0,115377
362.0,115558
364.0,115740
388.0,115934
694.0,116281
584.0,116573
494.0,116820
442.0,117041
422.0,117252
408.0,117456
392.0,117652
380.0,117842
378.0,118031
370.0,118216
366.0,118399
360.0,118579
360.0,118759
352.0,118935
352.0,119111
352.0,119287
348.0,119461
350.0,119636
342.0,119807
346.0,119980
344.0,120152
342.0,120323
342.0,120494
340.0,120664
338.0,120833
340.0,121003
340.0,121173
340.0,121343
336.0,121511
336.0,121679
338.0,121848
334.0,122015
336.0,122183
336.0,122351
334.0,122518
334.0,122685
336.0,122853
332.0,123019
334.0,123186
334.0,123353
334.0,123520
334.0,123687
336.0,123855
332.0,124021
338.0,124190
336.0,124358
338.0,124527
336.0,124695
334.0,124862
336.0,125030
336.0,125198
336.0,125366
334.0,125533
336.0,125701
336.0,125869
332.0,126035
334.0,126202
332.0,126368
334.0,126535
330.0,126700
332.0,126866
330.0,127031
332.0,127197
330.0,127362
330.0,127527
332.0,127693
330.0,127858
332.0,128024
332.0,128190
332.0,128356
334.0,128523
336.0,128691
334.0,128858
336.0,129026
354.0,129203
324.0,129365
336.0,129533
340.0,129703
338.0,129872
338.0,130041
336.0,130209
336.0,130377
336.0,130545
336.0,130713
332.0,130879
334.0,131046
334.0,131213
332.0,131379
330.0,131544
332.0,131710
334.0,131877
332.0,132043
332.0,132209
332.0,132375
332.0,132541
334.0,132708
336.0,132876
334.0,133043
340.0,133213
340.0,133383
346.0,133556
358.0,133735
368.0,133919
372.0,134105
370.0,134290
372.0,134476
382.0,134667
386.0,134860
386.0,135053
386.0,135246
378.0,135435
376.0,135623
372.0,135809
364.0,135991
364.0,136173
358.0,136352
358.0,136531
354.0,136708
354.0,136885
346.0,137058
348.0,137232
346.0,137405
344.0,137577
346.0,137750
342.0,137921
340.0,138091
342.0,138262
340.0,138432
340.0,138602
340.0,138772
338.0,138941
338.0,139110
340.0,139280
342.0,139451
348.0,139625
356.0,139803
364.0,139985
364.0,140167
362.0,140348
362.0,140529
364.0,140711
372.0,140897
372.0,141083
372.0,141269
368.0,141453
376.0,141641
378.0,141830
378.0,142019
374.0,142206
378.0,142395
372.0,142581
372.0,142767
370.0,142952
368.0,143136
366.0,143319
368.0,143503
366.0,143686
368.0,143870
370.0,144055
372.0,144241
374.0,144428
376.0,144616
376.0,144804
384.0,144996
394.0,145193
394.0,145390
406.0,145593
404.0,145795
400.0,145995
392.0,146191
386.0,146384
382.0,146575
378.0,146764
378.0,146953
372.0,147139
374.0,147326
374.0,147513
376.0,147701
376.0,147889
380.0,148079
386.0,148272
390.0,148467
394.0,148664
398.0,148863
394.0,149060
390.0,149255
396.0,149453
396.0,149651
392.0,149847
396.0,150045
396.0,150243
392.0,150439
392.0,150635
394.0,150832
394.0,151029
394.0,151226
394.0,151423
392.0,151619
400.0,151819
396.0,152017
400.0,152217
398.0,152416
396.0,152614
394.0,152811
396.0,153009
396.0,153207
406.0,153410
412.0,153616
418.0,153825
428.0,154039
426.0,154252
410.0,154457
404.0,154659
400.0,154859
402.0,155060
410.0,155265
408.0,155469
414.0,155676
406.0,155879
404.0,156081
402.0,156282
396.0,156480
394.0,156677
390.0,156872
394.0,157069
392.0,157265
404.0,157467
