rr_ms,beat_sample
392.0,245
390.0,440
390.0,635
392.0,831
392.0,1027
394.0,1224
396.0,1422
394.0,1619
392.0,1815
394.0,2012
394.0,2209
394.0,2406
396.0,2604
398.0,2803
398.0,3002
398.0,3201
400.0,3401
400.0,3601
398.0,3800
398.0,3999
394.0,4196
400.0,4396
390.0,4591
394.0,4788
392.0,4984
392.0,5180
390.0,5375
388.0,5569
388.0,5763
386.0,5956
382.0,6147
386.0,6340
380.0,6530
380.0,6720
382.0,6911
378.0,7100
378.0,7289
378.0,7478
376.0,7666
376.0,7854
374.0,8041
376.0,8229
372.0,8415
372.0,8601
372.0,8787
374.0,8974
374.0,9161
374.0,9348
370.0,9533
370.0,9718
370.0,9903
370.0,10088
368.0,10272
370.0,10457
370.0,10642
368.0,10826
368.0,11010
368.0,11194
366.0,11377
366.0,11560
368.0,11744
368.0,11928
366.0,12111
366.0,12294
366.0,12477
366.0,12660
368.0,12844
372.0,13030
374.0,13217
380.0,13407
384.0,13599
386.0,13792
392.0,13988
388.0,14182
386.0,14375
384.0,14567
384.0,14759
384.0,14951
382.0,15142
380.0,15332
378.0,15521
378.0,15710
378.0,15899
374.0,16086
374.0,16273
376.0,16461
372.0,16647
374.0,16834
372.0,17020
368.0,17204
370.0,17389
368.0,17573
370.0,17758
366.0,17941
366.0,18124
366.0,18307
366.0,18490
364.0,18672
366.0,18855
366.0,19038
362.0,19219
364.0,19401
362.0,19582
368.0,19766
362.0,19947
364.0,20129
366.0,20312
364.0,20494
364.0,20676
362.0,20857
364.0,21039
366.0,21222
366.0,21405
368.0,21589
368.0,21773
372.0,21959
372.0,22145
374.0,22332
374.0,22519
378.0,22708
380.0,22898
382.0,23089
382.0,23280
384.0,23472
390.0,23667
394.0,23864
398.0,24063
400.0,24263
398.0,24462
398.0,24661
394.0,24858
396.0,25056
392.0,25252
392.0,25448
388.0,25642
390.0,25837
388.0,26031
386.0,26224
388.0,26418
384.0,26610
388.0,26804
388.0,26998
390.0,27193
392.0,27389
392.0,27585
392.0,27781
394.0,27978
394.0,28175
392.0,28371
388.0,28565
390.0,28760
392.0,28956
390.0,29151
390.0,29346
388.0,29540
388.0,29734
386.0,29927
384.0,30119
384.0,30311
380.0,30501
382.0,30692
378.0,30881
384.0,31073
378.0,31262
380.0,31452
378.0,31641
376.0,31829
376.0,32017
378.0,32206
374.0,32393
374.0,32580
374.0,32767
372.0,32953
374.0,33140
376.0,33328
370.0,33513
370.0,33698
370.0,33883
374.0,34070
368.0,34254
370.0,34439
370.0,34624
374.0,34811
370.0,34996
368.0,35180
372.0,35366
372.0,35552
374.0,35739
378.0,35928
380.0,36118
384.0,36310
384.0,36502
390.0,36697
392.0,36893
392.0,37089
392.0,37285
394.0,37482
396.0,37680
400.0,37880
418.0,38089
452.0,38315
432.0,38531
434.0,38748
424.0,38960
426.0,39173
410.0,39378
408.0,39582
404.0,39784
402.0,39985
396.0,40183
402.0,40384
416.0,40592
410.0,40797
406.0,41000
404.0,41202
402.0,41403
404.0,41605
396.0,41803
398.0,42002
400.0,42202
396.0,42400
390.0,42595
392.0,42791
388.0,42985
388.0,43179
384.0,43371
384.0,43563
380.0,43753
386.0,43946
376.0,44134
378.0,44323
378.0,44512
378.0,44701
382.0,44892
376.0,45080
378.0,45269
374.0,45456
376.0,45644
376.0,45832
374.0,46019
372.0,46205
374.0,46392
376.0,46580
376.0,46768
378.0,46957
376.0,47145
378.0,47334
376.0,47522
376.0,47710
378.0,47899
376.0,48087
376.0,48275
376.0,48463
374.0,48650
374.0,48837
374.0,49024
370.0,49209
374.0,49396
374.0,49583
376.0,49771
370.0,49956
374.0,50143
372.0,50329
374.0,50516
372.0,50702
372.0,50888
370.0,51073
370.0,51258
368.0,51442
368.0,51626
368.0,51810
368.0,51994
366.0,52177
368.0,52361
368.0,52545
366.0,52728
370.0,52913
368.0,53097
370.0,53282
370.0,53467
368.0,53651
370.0,53836
370.0,54021
368.0,54205
368.0,54389
366.0,54572
370.0,54757
370.0,54942
370.0,55127
370.0,55312
370.0,55497
372.0,55683
370.0,55868
370.0,56053
366.0,56236
370.0,56421
366.0,56604
368.0,56788
368.0,56972
368.0,57156
362.0,57337
366.0,57520
370.0,57705
366.0,57888
366.0,58071
364.0,58253
366.0,58436
364.0,58618
362.0,58799
362.0,58980
364.0,59162
358.0,59341
362.0,59522
362.0,59703
358.0,59882
358.0,60061
364.0,60243
358.0,60422
358.0,60601
358.0,60780
356.0,60958
356.0,61136
360.0,61316
358.0,61495
358.0,61674
360.0,61854
356.0,62032
358.0,62211
354.0,62388
354.0,62565
360.0,62745
354.0,62922
354.0,63099
354.0,63276
354.0,63453
354.0,63630
352.0,63806
358.0,63985
354.0,64162
354.0,64339
356.0,64517
352.0,64693
356.0,64871
352.0,65047
358.0,65226
352.0,65402
350.0,65577
350.0,65752
354.0,65929
354.0,66106
352.0,66282
352.0,66458
348.0,66632
354.0,66809
352.0,66985
350.0,67160
354.0,67337
350.0,67512
352.0,67688
350.0,67863
352.0,68039
354.0,68216
350.0,68391
354.0,68568
350.0,68743
352.0,68919
352.0,69095
350.0,69270
348.0,69444
350.0,69619
348.0,69793
350.0,69968
352.0,70144
352.0,70320
350.0,70495
352.0,70671
352.0,70847
352.0,71023
356.0,71201
352.0,71377
354.0,71554
354.0,71731
356.0,71909
350.0,72084
352.0,72260
352.0,72436
352.0,72612
348.0,72786
348.0,72960
348.0,73134
350.0,73309
354.0,73486
348.0,73660
350.0,73835
350.0,74010
350.0,74185
352.0,74361
350.0,74536
352.0,74712
350.0,74887
350.0,75062
348.0,75236
354.0,75413
352.0,75589
354.0,75766
356.0,75944
354.0,76121
356.0,76299
358.0,76478
358.0,76657
358.0,76836
358.0,77015
362.0,77196
358.0,77375
358.0,77554
358.0,77733
358.0,77912
356.0,78090
358.0,78269
356.0,78447
356.0,78625
356.0,78803
356.0,78981
356.0,79159
346.0,79332
376.0,79520
350.0,79695
346.0,79868
354.0,80045
350.0,80220
350.0,80395
352.0,80571
352.0,80747
354.0,80924
354.0,81101
352.0,81277
352.0,81453
350.0,81628
350.0,81803
348.0,81977
350.0,82152
354.0,82329
382.0,82520
318.0,82679
350.0,82854
350.0,83029
352.0,83205
352.0,83381
352.0,83557
352.0,83733
352.0,83909
352.0,84085
352.0,84261
354.0,84438
352.0,84614
354.0,84791
352.0,84967
354.0,85144
352.0,85320
356.0,85498
352.0,85674
342.0,85845
308.0,85999
414.0,86206
360.0,86386
368.0,86570
350.0,86745
360.0,86925
362.0,87106
362.0,87287
360.0,87467
364.0,87649
360.0,87829
364.0,88011
362.0,88192
366.0,88375
362.0,88556
362.0,88737
360.0,88917
368.0,89101
360.0,89281
362.0,89462
362.0,89643
358.0,89822
360.0,90002
360.0,90182
362.0,90363
358.0,90542
362.0,90723
356.0,90901
360.0,91081
356.0,91259
360.0,91439
358.0,91618
358.0,91797
358.0,91976
356.0,92154
514.0,92411
550.0,92686
356.0,92864
352.0,93040
354.0,93217
352.0,93393
356.0,93571
350.0,93746
350.0,93921
352.0,94097
350.0,94272
348.0,94446
350.0,94621
352.0,94797
350.0,94972
350.0,95147
348.0,95321
352.0,95497
346.0,95670
350.0,95845
348.0,96019
354.0,96196
350.0,96371
346.0,96544
354.0,96721
348.0,96895
350.0,97070
348.0,97244
350.0,97419
348.0,97593
350.0,97768
352.0,97944
350.0,98119
348.0,98293
348.0,98467
348.0,98641
350.0,98816
348.0,98990
348.0,99164
346.0,99337
352.0,99513
346.0,99686
350.0,99861
350.0,100036
348.0,100210
350.0,100385
348.0,100559
350.0,100734
348.0,100908
348.0,101082
350.0,101257
348.0,101431
346.0,101604
346.0,101777
350.0,101952
346.0,102125
346.0,102298
346.0,102471
348.0,102645
346.0,102818
348.0,102992
348.0,103166
346.0,103339
346.0,103512
348.0,103686
346.0,103859
348.0,104033
346.0,104206
346.0,104379
350.0,104554
348.0,104728
352.0,104904
346.0,105077
352.0,105253
352.0,105429
350.0,105604
352.0,105780
350.0,105955
352.0,106131
352.0,106307
358.0,106486
356.0,106664
356.0,106842
360.0,107022
360.0,107202
360.0,107382
364.0,107564
364.0,107746
364.0,107928
362.0,108109
362.0,108290
366.0,108473
360.0,108653
364.0,108835
362.0,109016
362.0,109197
360.0,109377
362.0,109558
362.0,109739
362.0,109920
364.0,110102
364.0,110284
364.0,110466
364.0,110648
364.0,110830
366.0,111013
364.0,111195
366.0,111378
366.0,111561
366.0,111744
366.0,111927
366.0,112110
368.0,112294
366.0,112477
364.0,112659
368.0,112843
366.0,113026
366.0,113209
368.0,113393
368.0,113577
368.0,113761
370.0,113946
370.0,114131
370.0,114316
370.0,114501
370.0,114686
376.0,114874
374.0,115061
378.0,115250
380.0,115440
378.0,115629
384.0,115821
384.0,116013
384.0,116205
382.0,116396
382.0,116587
380.0,116777
382.0,116968
382.0,117159
382.0,117350
380.0,117540
382.0,117731
