rr_ms,beat_sample
376.0,28770
382.0,28961
376.0,29149
386.0,29342
386.0,29535
400.0,29735
398.0,29934
416.0,30142
428.0,30356
428.0,30570
434.0,30787
438.0,31006
446.0,31229
454.0,31456
452.0,31682
446.0,31905
444.0,32127
440.0,32347
442.0,32568
434.0,32785
432.0,33001
430.0,33216
426.0,33429
434.0,33646
420.0,33856
418.0,34065
406.0,34268
402.0,34469
396.0,34667
396.0,34865
392.0,35061
388.0,35255
388.0,35449
382.0,35640
384.0,35832
382.0,36023
380.0,36213
380.0,36403
380.0,36593
376.0,36781
378.0,36970
376.0,37158
376.0,37346
378.0,37535
380.0,37725
380.0,37915
380.0,38105
378.0,38294
380.0,38484
388.0,38678
382.0,38869
384.0,39061
382.0,39252
384.0,39444
380.0,39634
382.0,39825
380.0,40015
380.0,40205
378.0,40394
384.0,40586
386.0,40779
382.0,40970
390.0,41165
386.0,41358
386.0,41551
394.0,41748
394.0,41945
392.0,42141
404.0,42343
408.0,42547
418.0,42756
436.0,42974
432.0,43190
440.0,43410
440.0,43630
438.0,43849
430.0,44064
428.0,44278
418.0,44487
410.0,44692
404.0,44894
400.0,45094
396.0,45292
396.0,45490
392.0,45686
394.0,45883
392.0,46079
400.0,46279
404.0,46481
402.0,46682
416.0,46890
430.0,47105
428.0,47319
418.0,47528
404.0,47730
402.0,47931
400.0,48131
400.0,48331
396.0,48529
396.0,48727
396.0,48925
396.0,49123
394.0,49320
392.0,49516
388.0,49710
392.0,49906
396.0,50104
394.0,50301
398.0,50500
398.0,50699
400.0,50899
404.0,51101
414.0,51308
424.0,51520
418.0,51729
422.0,51940
422.0,52151
430.0,52366
422.0,52577
430.0,52792
424.0,53004
418.0,53213
420.0,53423
412.0,53629
408.0,53833
404.0,54035
400.0,54235
400.0,54435
398.0,54634
398.0,54833
398.0,55032
396.0,55230
392.0,55426
390.0,55621
392.0,55817
390.0,56012
390.0,56207
390.0,56402
394.0,56599
390.0,56794
396.0,56992
390.0,57187
394.0,57384
390.0,57579
388.0,57773
392.0,57969
388.0,58163
394.0,58360
390.0,58555
390.0,58750
390.0,58945
390.0,59140
388.0,59334
386.0,59527
388.0,59721
394.0,59918
394.0,60115
392.0,60311
394.0,60508
390.0,60703
390.0,60898
388.0,61092
390.0,61287
388.0,61481
388.0,61675
390.0,61870
384.0,62062
386.0,62255
382.0,62446
382.0,62637
380.0,62827
378.0,63016
378.0,63205
376.0,63393
382.0,63584
386.0,63777
384.0,63969
388.0,64163
392.0,64359
396.0,64557
404.0,64759
404.0,64961
416.0,65169
406.0,65372
400.0,65572
394.0,65769
400.0,65969
398.0,66168
402.0,66369
398.0,66568
394.0,66765
394.0,66962
390.0,67157
390.0,67352
392.0,67548
390.0,67743
382.0,67934
386.0,68127
392.0,68323
390.0,68518
392.0,68714
400.0,68914
396.0,69112
396.0,69310
406.0,69513
400.0,69713
404.0,69915
414.0,70122
408.0,70326
404.0,70528
406.0,70731
398.0,70930
396.0,71128
394.0,71325
394.0,71522
392.0,71718
388.0,71912
388.0,72106
386.0,72299
384.0,72491
384.0,72683
380.0,72873
380.0,73063
380.0,73253
376.0,73441
376.0,73629
374.0,73816
372.0,74002
374.0,74189
372.0,74375
374.0,74562
374.0,74749
378.0,74938
380.0,75128
380.0,75318
380.0,75508
382.0,75699
384.0,75891
384.0,76083
384.0,76275
384.0,76467
386.0,76660
382.0,76851
382.0,77042
384.0,77234
382.0,77425
386.0,77618
386.0,77811
382.0,78002
384.0,78194
384.0,78386
382.0,78577
386.0,78770
384.0,78962
392.0,79158
386.0,79351
396.0,79549
396.0,79747
404.0,79949
404.0,80151
406.0,80354
408.0,80558
414.0,80765
410.0,80970
408.0,81174
406.0,81377
416.0,81585
418.0,81794
418.0,82003
414.0,82210
410.0,82415
402.0,82616
398.0,82815
398.0,83014
408.0,83218
410.0,83423
410.0,83628
410.0,83833
408.0,84037
406.0,84240
404.0,84442
398.0,84641
402.0,84842
400.0,85042
396.0,85240
392.0,85436
390.0,85631
390.0,85826
386.0,86019
386.0,86212
382.0,86403
382.0,86594
380.0,86784
376.0,86972
378.0,87161
376.0,87349
376.0,87537
372.0,87723
374.0,87910
376.0,88098
382.0,88289
380.0,88479
388.0,88673
386.0,88866
396.0,89064
400.0,89264
408.0,89468
406.0,89671
398.0,89870
402.0,90071
412.0,90277
406.0,90480
412.0,90686
406.0,90889
406.0,91092
404.0,91294
406.0,91497
402.0,91698
404.0,91900
398.0,92099
402.0,92300
396.0,92498
396.0,92696
392.0,92892
394.0,93089
390.0,93284
394.0,93481
390.0,93676
390.0,93871
390.0,94066
388.0,94260
386.0,94453
382.0,94644
382.0,94835
384.0,95027
378.0,95216
376.0,95404
376.0,95592
374.0,95779
372.0,95965
372.0,96151
370.0,96336
372.0,96522
370.0,96707
372.0,96893
372.0,97079
372.0,97265
378.0,97454
378.0,97643
384.0,97835
386.0,98028
400.0,98228
412.0,98434
414.0,98641
416.0,98849
414.0,99056
422.0,99267
420.0,99477
426.0,99690
424.0,99902
426.0,100115
424.0,100327
428.0,100541
430.0,100756
434.0,100973
424.0,101185
410.0,101390
406.0,101593
406.0,101796
404.0,101998
402.0,102199
402.0,102400
398.0,102599
394.0,102796
394.0,102993
390.0,103188
392.0,103384
388.0,103578
388.0,103772
384.0,103964
384.0,104156
386.0,104349
384.0,104541
380.0,104731
382.0,104922
384.0,105114
378.0,105303
380.0,105493
386.0,105686
382.0,105877
380.0,106067
378.0,106256
376.0,106444
378.0,106633
376.0,106821
374.0,107008
374.0,107195
374.0,107382
374.0,107569
372.0,107755
374.0,107942
372.0,108128
374.0,108315
374.0,108502
378.0,108691
380.0,108881
376.0,109069
376.0,109257
378.0,109446
374.0,109633
380.0,109823
384.0,110015
390.0,110210
384.0,110402
382.0,110593
378.0,110782
382.0,110973
376.0,111161
376.0,111349
376.0,111537
374.0,111724
374.0,111911
372.0,112097
372.0,112283
372.0,112469
376.0,112657
384.0,112849
388.0,113043
392.0,113239
394.0,113436
404.0,113638
414.0,113845
424.0,114057
430.0,114272
432.0,114488
434.0,114705
434.0,114922
434.0,115139
434.0,115356
440.0,115576
442.0,115797
442.0,116018
446.0,116241
452.0,116467
450.0,116692
450.0,116917
444.0,117139
432.0,117355
426.0,117568
416.0,117776
406.0,117979
402.0,118180
402.0,118381
400.0,118581
402.0,118782
398.0,118981
396.0,119179
396.0,119377
392.0,119573
392.0,119769
390.0,119964
388.0,120158
388.0,120352
392.0,120548
392.0,120744
392.0,120940
386.0,121133
388.0,121327
394.0,121524
396.0,121722
396.0,121920
394.0,122117
388.0,122311
394.0,122508
406.0,122711
404.0,122913
406.0,123116
416.0,123324
410.0,123529
404.0,123731
400.0,123931
400.0,124131
398.0,124330
398.0,124529
396.0,124727
394.0,124924
390.0,125119
390.0,125314
388.0,125508
388.0,125702
388.0,125896
392.0,126092
388.0,126286
386.0,126479
388.0,126673
386.0,126866
384.0,127058
386.0,127251
390.0,127446
386.0,127639
388.0,127833
384.0,128025
390.0,128220
398.0,128419
402.0,128620
406.0,128823
406.0,129026
416.0,129234
424.0,129446
410.0,129651
416.0,129859
416.0,130067
416.0,130275
416.0,130483
418.0,130692
416.0,130900
414.0,131107
408.0,131311
406.0,131514
410.0,131719
412.0,131925
418.0,132134
428.0,132348
424.0,132560
434.0,132777
444.0,132999
444.0,133221
458.0,133450
462.0,133681
458.0,133910
452.0,134136
440.0,134356
440.0,134576
434.0,134793
420.0,135003
408.0,135207
404.0,135409
402.0,135610
400.0,135810
398.0,136009
396.0,136207
392.0,136403
392.0,136599
392.0,136795
386.0,136988
388.0,137182
386.0,137375
386.0,137568
386.0,137761
386.0,137954
386.0,138147
386.0,138340
388.0,138534
380.0,138724
382.0,138915
382.0,139106
382.0,139297
378.0,139486
382.0,139677
382.0,139868
382.0,140059
384.0,140251
386.0,140444
394.0,140641
394.0,140838
390.0,141033
400.0,141233
394.0,141430
394.0,141627
396.0,141825
396.0,142023
392.0,142219
396.0,142417
396.0,142615
392.0,142811
394.0,143008
396.0,143206
394.0,143403
396.0,143601
394.0,143798
396.0,143996
394.0,144193
392.0,144389
392.0,144585
390.0,144780
390.0,144975
390.0,145170
388.0,145364
384.0,145556
384.0,145748
388.0,145942
390.0,146137
390.0,146332
396.0,146530
390.0,146725
396.0,146923
398.0,147122
400.0,147322
406.0,147525
398.0,147724
398.0,147923
398.0,148122
396.0,148320
396.0,148518
400.0,148718
398.0,148917
396.0,149115
394.0,149312
394.0,149509
402.0,149710
396.0,149908
396.0,150106
400.0,150306
398.0,150505
398.0,150704
394.0,150901
396.0,151099
396.0,151297
390.0,151492
392.0,151688
388.0,151882
386.0,152075
384.0,152267
384.0,152459
382.0,152650
380.0,152840
380.0,153030
380.0,153220
380.0,153410
380.0,153600
378.0,153789
380.0,153979
380.0,154169
384.0,154361
386.0,154554
394.0,154751
394.0,154948
398.0,155147
402.0,155348
406.0,155551
420.0,155761
418.0,155970
424.0,156182
428.0,156396
424.0,156608
414.0,156815
410.0,157020
410.0,157225
404.0,157427
404.0,157629
400.0,157829
396.0,158027
392.0,158223
388.0,158417
388.0,158611
386.0,158804
382.0,158995
378.0,159184
374.0,159371
374.0,159558
372.0,159744
372.0,159930
370.0,160115
370.0,160300
368.0,160484
366.0,160667
366.0,160850
364.0,161032
362.0,161213
362.0,161394
358.0,161573
360.0,161753
360.0,161933
358.0,162112
356.0,162290
356.0,162468
354.0,162645
350.0,162820
352.0,162996
350.0,163171
350.0,163346
348.0,163520
348.0,163694
348.0,163868
346.0,164041
346.0,164214
356.0,164392
322.0,164553
360.0,164733
346.0,164906
344.0,165078
344.0,165250
344.0,165422
344.0,165594
336.0,165762
354.0,165939
346.0,166112
346.0,166285
346.0,166458
346.0,166631
348.0,166805
348.0,166979
346.0,167152
348.0,167326
346.0,167499
344.0,167671
350.0,167846
348.0,168020
348.0,168194
346.0,168367
346.0,168540
344.0,168712
340.0,168882
316.0,169040
370.0,169225
344.0,169397
344.0,169569
340.0,169739
340.0,169909
340.0,170079
342.0,170250
344.0,170422
346.0,170595
346.0,170768
346.0,170941
350.0,171116
350.0,171291
352.0,171467
354.0,171644
358.0,171823
354.0,172000
352.0,172176
356.0,172354
354.0,172531
352.0,172707
354.0,172884
354.0,173061
354.0,173238
354.0,173415
354.0,173592
348.0,173766
350.0,173941
354.0,174118
348.0,174292
350.0,174467
350.0,174642
348.0,174816
348.0,174990
348.0,175164
346.0,175337
346.0,175510
344.0,175682
344.0,175854
342.0,176025
342.0,176196
340.0,176366
342.0,176537
340.0,176707
344.0,176879
338.0,177048
340.0,177218
338.0,177387
338.0,177556
338.0,177725
338.0,177894
338.0,178063
342.0,178234
342.0,178405
344.0,178577
350.0,178752
356.0,178930
358.0,179109
358.0,179288
354.0,179465
354.0,179642
352.0,179818
350.0,179993
352.0,180169
350.0,180344
350.0,180519
348.0,180693
352.0,180869
356.0,181047
352.0,181223
352.0,181399
350.0,181574
352.0,181750
350.0,181925
354.0,182102
354.0,182279
354.0,182456
352.0,182632
352.0,182808
354.0,182985
354.0,183162
352.0,183338
354.0,183515
352.0,183691
354.0,183868
352.0,184044
354.0,184221
354.0,184398
356.0,184576
366.0,184759
362.0,184940
360.0,185120
362.0,185301
362.0,185482
362.0,185663
360.0,185843
360.0,186023
360.0,186203
362.0,186384
364.0,186566
362.0,186747
366.0,186930
362.0,187111
372.0,187297
374.0,187484
380.0,187674
372.0,187860
370.0,188045
368.0,188229
370.0,188414
366.0,188597
364.0,188779
362.0,188960
360.0,189140
360.0,189320
358.0,189499
356.0,189677
356.0,189855
356.0,190033
356.0,190211
356.0,190389
356.0,190567
360.0,190747
366.0,190930
372.0,191116
372.0,191302
370.0,191487
374.0,191674
376.0,191862
374.0,192049
370.0,192234
372.0,192420
370.0,192605
374.0,192792
382.0,192983
386.0,193176
380.0,193366
376.0,193554
374.0,193741
374.0,193928
368.0,194112
368.0,194296
366.0,194479
370.0,194664
372.0,194850
370.0,195035
370.0,195220
368.0,195404
370.0,195589
366.0,195772
364.0,195954
362.0,196135
362.0,196316
360.0,196496
360.0,196676
360.0,196856
364.0,197038
374.0,197225
374.0,197412
382.0,197603
394.0,197800
410.0,198005
446.0,198228
448.0,198452
450.0,198677
452.0,198903
450.0,199128
444.0,199350
444.0,199572
440.0,199792
436.0,200010
432.0,200226
422.0,200437
414.0,200644
420.0,200854
410.0,201059
404.0,201261
400.0,201461
398.0,201660
400.0,201860
402.0,202061
396.0,202259
394.0,202456
398.0,202655
398.0,202854
398.0,203053
390.0,203248
396.0,203446
398.0,203645
404.0,203847
410.0,204052
420.0,204262
432.0,204478
434.0,204695
434.0,204912
440.0,205132
442.0,205353
442.0,205574
438.0,205793
422.0,206004
402.0,206205
396.0,206403
392.0,206599
388.0,206793
384.0,206985
382.0,207176
378.0,207365
376.0,207553
380.0,207743
382.0,207934
390.0,208129
394.0,208326
394.0,208523
390.0,208718
390.0,208913
388.0,209107
388.0,209301
384.0,209493
382.0,209684
380.0,209874
374.0,210061
374.0,210248
374.0,210435
370.0,210620
368.0,210804
366.0,210987
366.0,211170
366.0,211353
364.0,211535
364.0,211717
362.0,211898
360.0,212078
362.0,212259
360.0,212439
358.0,212618
358.0,212797
356.0,212975
354.0,213152
354.0,213329
352.0,213505
352.0,213681
350.0,213856
350.0,214031
350.0,214206
348.0,214380
348.0,214554
346.0,214727
346.0,214900
344.0,215072
346.0,215245
342.0,215416
344.0,215588
344.0,215760
342.0,215931
342.0,216102
342.0,216273
344.0,216445
342.0,216616
340.0,216786
340.0,216956
340.0,217126
340.0,217296
340.0,217466
340.0,217636
342.0,217807
340.0,217977
340.0,218147
342.0,218318
344.0,218490
344.0,218662
340.0,218832
344.0,219004
344.0,219176
346.0,219349
342.0,219520
344.0,219692
346.0,219865
342.0,220036
342.0,220207
344.0,220379
344.0,220551
344.0,220723
340.0,220893
342.0,221064
340.0,221234
340.0,221404
340.0,221574
338.0,221743
340.0,221913
338.0,222082
338.0,222251
340.0,222421
342.0,222592
332.0,222758
336.0,222926
338.0,223095
338.0,223264
338.0,223433
296.0,223581
380.0,223771
338.0,223940
338.0,224109
338.0,224278
336.0,224446
338.0,224615
338.0,224784
336.0,224952
338.0,225121
334.0,225288
338.0,225457
336.0,225625
336.0,225793
336.0,225961
336.0,226129
332.0,226295
334.0,226462
332.0,226628
332.0,226794
336.0,226962
336.0,227130
336.0,227298
334.0,227465
336.0,227633
338.0,227802
338.0,227971
338.0,228140
338.0,228309
336.0,228477
342.0,228648
336.0,228816
336.0,228984
338.0,229153
336.0,229321
334.0,229488
338.0,229657
336.0,229825
334.0,229992
336.0,230160
334.0,230327
332.0,230493
332.0,230659
330.0,230824
332.0,230990
336.0,231158
330.0,231323
334.0,231490
332.0,231656
336.0,231824
330.0,231989
332.0,232155
330.0,232320
332.0,232486
330.0,232651
332.0,232817
332.0,232983
332.0,233149
332.0,233315
332.0,233481
332.0,233647
332.0,233813
334.0,233980
332.0,234146
334.0,234313
334.0,234480
334.0,234647
334.0,234814
334.0,234981
334.0,235148
332.0,235314
330.0,235479
332.0,235645
330.0,235810
332.0,235976
330.0,236141
434.0,236358
570.0,236643
340.0,236813
336.0,236981
338.0,237150
340.0,237320
344.0,237492
346.0,237665
358.0,237844
370.0,238029
392.0,238225
438.0,238444
478.0,238683
474.0,238920
456.0,239148
462.0,239379
462.0,239610
466.0,239843
464.0,240075
466.0,240308
466.0,240541
458.0,240770
448.0,240994
458.0,241223
452.0,241449
446.0,241672
428.0,241886
422.0,242097
450.0,242322
436.0,242540
440.0,242760
434.0,242977
428.0,243191
418.0,243400
396.0,243598
388.0,243792
384.0,243984
386.0,244177
390.0,244372
400.0,244572
402.0,244773
410.0,244978
398.0,245177
392.0,245373
386.0,245566
378.0,245755
374.0,245942
376.0,246130
384.0,246322
390.0,246517
382.0,246708
382.0,246899
398.0,247098
400.0,247298
398.0,247497
392.0,247693
402.0,247894
414.0,248101
404.0,248303
388.0,248497
382.0,248688
378.0,248877
378.0,249066
384.0,249258
390.0,249453
402.0,249654
416.0,249862
428.0,250076
422.0,250287
436.0,250505
444.0,250727
446.0,250950
446.0,251173
446.0,251396
442.0,251617
438.0,251836
438.0,252055
434.0,252272
428.0,252486
410.0,252691
398.0,252890
396.0,253088
398.0,253287
406.0,253490
408.0,253694
396.0,253892
396.0,254090
386.0,254283
380.0,254473
378.0,254662
376.0,254850
376.0,255038
380.0,255228
374.0,255415
372.0,255601
368.0,255785
368.0,255969
368.0,256153
370.0,256338
366.0,256521
364.0,256703
366.0,256886
366.0,257069
364.0,257251
364.0,257433
364.0,257615
362.0,257796
358.0,257975
360.0,258155
360.0,258335
358.0,258514
354.0,258691
356.0,258869
356.0,259047
354.0,259224
356.0,259402
358.0,259581
358.0,259760
358.0,259939
366.0,260122
364.0,260304
376.0,260492
370.0,260677
380.0,260867
392.0,261063
