record_name,window_idx,mean_rr_dev,sdnn_dev,rmssd_dev,pnn50_dev,lf_hf_ratio_dev,rr_ms_min_dev,rr_ms_max_dev,rr_ms_25%_dev,rr_ms_50%_dev,rr_ms_75%_dev,label
infant10,10,0.03675865318354154,-0.009897547407928947,-0.54000493268966,0.0,-0.7337607343455949,-1.0189561349431466,-0.5733013880280409,-0.23840839964737512,0.9279661151278162,0.2352920516575904,0
infant10,11,-0.04345648967948042,-0.08324057000978939,-0.3119567917286005,0.0,0.6085563167819219,-0.9050420562578839,-0.9011239857290468,-0.049068367151309064,0.6879276601528866,0.27939228011771877,0
infant10,12,-0.9332316775772753,0.31310189308392167,-0.25752050834129764,0.0,1.914250455062989,-1.1289669941979878,-0.7397440833017926,-1.9209648635691277,-0.572077553547359,-0.290447580037144,0
infant10,13,0.3008990140718679,3.1037418579993,0.4081885120862512,0.0,0.6559203179598256,-0.9447590483518647,1.6812684126417923,-1.4913517495867081,-0.12947462568456725,1.3459424472076424,0
infant10,14,0.9034993930546741,1.8469417785928206,0.9183862161230508,0.0,0.24933135822070646,-0.45141287631796295,1.8980555204896241,-0.8043412560785578,-0.12590183483832465,1.6908625284905296,0
infant10,15,-4.009784580434207,-1.5489286329544703,-2.1003799670257486,0.0,-0.8284795069461208,-0.3407771005482438,-2.7303668135956527,-2.337520680668162,-2.9059336742963597,-2.572444246989415,0
infant10,16,1.6931049388879595,3.6528403093483353,1.179274947036239,0.0,0.5766118968808612,-0.1936491673103598,2.986635845376586,-1.2904282279109967,-0.961473861234159,3.22746366968405,0
infant10,17,2.7609955152165404,1.1698066918538257,1.702313430623251,0.0,1.1264242844414394,2.449489742783178,1.9523945631127027,2.5295690100078305,1.8245155701330487,2.0479721055330673,0
infant10,18,0.04949347037527414,-1.2617158109180293,-0.8132345477643632,0.0,-1.5984560976083917,7.3484692283495345,-0.4103621532425678,1.3029437595577609,0.41079191812887456,-0.610277136968653,0
infant10,19,0.9896962245753947,-0.28758845232661323,1.0145057994784894,0.0,-0.5071224237767948,2.6142637586900093,0.5290092118939488,1.4210769311767948,1.7209784104234542,0.4230989588336976,0
infant10,20,2.0499358635888725,0.8162320502565913,2.8073303136580536,0.0,3.917763424395764,1.8056515052718731,1.9141993866981033,2.2078822494199644,2.2670457161989503,0.8570719244121479,0
infant10,21,0.3836686433364613,1.0401928730391548,0.5862563347608055,0.0,0.2866936942505682,0.3985266984930391,1.4592429607451558,0.27511179337832264,-0.09661978188367062,-0.690936882264603,0
infant10,22,-0.7782602419236367,-1.5058926561953543,-1.1425482506512268,0.0,-1.081549004076111,0.3039661778263473,-1.2586244958680073,0.27511179337832264,-0.16211611672425452,-1.0120460731769587,0
infant10,23,-0.5126859593722941,-1.405165965285736,-1.4956895250646438,0.0,-1.0488722773072865,0.9061831399952655,-1.1946325382900647,0.7200543457750723,0.03264428367535171,-0.946058996209746,0
infant10,24,-0.20601270819351136,-0.2909080977783116,-0.42363582281432305,0.0,1.0685222310558582,-0.039089814304276,-0.141635233436381,0.01404262947578926,0.22899252021909203,-0.4696610312930228,0
infant10,25,-1.2989118482730833,0.5757114471546313,-0.5604096090058343,0.0,0.08450383156511708,-4.915904362625392,-0.1179928390716562,-2.3231850963043654,-1.5770204828763343,-0.5152488161006444,0
infant10,26,-4.643824652491619,0.06284383744858314,4.5372505861273025,0.0,3.5281755244633737,-6.537747673197855,-1.606187752372694,-5.1977436499442735,-4.2992100946030005,-2.712513955496428,0
infant10,27,-3.3040725146985515,-0.9995355221836205,4.9294411552717365,0.0,-1.0228733096559406,-2.886546230053185,-2.5719882852937634,-2.6934071043167873,-3.14509821095208,-3.255372254526887,0
infant10,28,-1.980061098549481,-0.9280789023796542,1.3761058322390645,2.846049894151541,-0.6024217410904197,-1.9133009463570072,-1.8170708652478953,-1.735937365116041,-1.9098411985539339,-2.00112942199184,0
infant10,29,-1.506387971711822,-1.0444226748433667,-1.1169385603958961,-0.4743416490252569,0.31353872537871824,-0.7206481131164911,-1.8009799607739092,-1.5439363244210935,-1.4147866111714844,-1.433254584499625,0
infant10,30,-1.1948513421734206,-0.9037948724373188,-1.05313779448057,-0.4743416490252569,-0.9755443408107236,-0.578981514898874,-1.3919448070843938,-1.229356622396561,-1.1011439440924655,-1.1794739584927552,0
infant10,31,-0.579715919580824,-0.5264665850770176,-0.6719919505125034,-0.4743416490252569,-0.7186451786123947,-0.08006266307976688,-0.5371247719516924,-0.5529470208169508,-0.7434997499478994,-0.6433008061847805,0
infant10,32,-0.10426987019120558,-0.36591554064586146,-0.49545122861861707,-0.4743416490252569,-0.6534117605274624,0.2647431298789613,-0.16440510777918835,-0.024639877909159887,-0.1697811025285237,-0.07818315032937687,0
infant10,33,0.1608410913401919,-0.24123346483885563,-0.44172713635238,-0.4743416490252569,-0.668718889347868,0.47624374042006645,0.21366369348357678,0.14268398783847794,0.27552974275015407,0.15304563203728125,0
infant10,34,1.9154663223438202,4.288702974766565,0.496191725968824,-0.4743416490252569,-0.4469328476483703,0.8836894248950691,2.533105982163087,1.04193771964185,2.0180210980280013,2.3323954815084487,0
infant10,35,3.025399406211116,1.4517415217220462,0.6512269870205643,-0.4743416490252569,0.25236075094223,2.072946379137093,2.0466167876247034,3.8326166583345054,2.9144813613590306,3.0666745595738147,0
infant10,36,1.103504580481169,1.497055175127557,-0.24026966838639424,-0.4743416490252569,-0.5496328488274664,0.7758729869125373,1.4482111159087308,0.8928123490495029,1.06796270002087,0.8396353730289883,0
infant10,37,-0.3450172194755857,0.3883085955378531,-1.1587906454871002,-0.4743416490252569,7.829841505047251,-0.31164451247899966,-0.05791345612746883,-0.7191768639030743,-0.43958452440413753,-0.22217898738729777,0
infant10,38,-1.114494667375339,-1.0562934753597455,-1.113306271996118,-0.31622776601683794,0.11451800118157536,-0.5128565772097253,-1.1547585151765223,-0.9736744817266703,-1.1315546368840936,-1.1442194923882365,0
infant10,39,-1.2637006599929592,-0.47798273886493164,5.115410574920135,0.0,-0.5410384613126732,-4.429352521877911,-0.44868547416895493,-1.1601372961291005,-1.2759393263532726,-1.2351972308794805,0
infant10,40,-1.3105917800884075,-0.5434492222415883,2.4349395774567064,2.846049894151541,-0.5172633108164963,-2.3881389413532053,-0.5327044229323813,-1.220399222427454,-1.3115477263630984,-1.2742764485547584,0
infant10,41,-1.3025349241449875,-1.2626930395963392,-0.805948137414513,-0.4743416490252569,-0.3490078795431446,-0.46681241650104566,-1.7407365640036774,-1.3595091137305073,-1.306346057654326,-1.221879005006427,0
infant10,42,-0.7308408920820348,2.7524950265572543,7.184240252333259,6.640783086353595,-0.5455757457046531,-0.39625129934209297,4.447568784819858,-1.1501710416417932,-1.175117994704547,-1.067795887345718,0
infant10,43,1.3443956119918739,3.559339631358972,2.694786169031384,2.5724787771376323,-0.5073204609252212,-0.30954785509875143,2.318048652263585,-0.8383552012039798,1.7162493297355168,2.3057261728968683,0
infant10,44,1.696174888708543,0.6033432065929816,-0.29798981701800564,-0.6507913734559685,-0.4020542462478555,1.4874239413591377,0.5427702289888295,1.7801333530163423,1.2578121162938434,1.6409444041349335,0
infant10,45,1.0836456847920712,-0.03796449547614447,-0.4053503032345427,-0.6507913734559685,-0.4764534389232786,1.3403685786041042,0.11638059418398769,1.5174495667966306,1.0321603756316642,0.7203289498509104,0
infant10,46,0.7901651075929305,0.4238800705196666,-0.5264289511760791,-0.6507913734559685,-0.14075295242089156,0.630131049532416,0.12381096660848473,0.6843612512110316,0.5846861351298345,0.7745734654131701,0
infant10,47,0.08086268776302731,-0.6558696009350373,-0.6681317660990339,-0.6507913734559685,-0.08209853801826694,0.6523790590881109,-0.5362333444381409,0.538537733447191,0.14675213480363386,-0.038538855715009916,0
infant10,48,0.27878724870184163,-0.3746675674983825,-0.5914575184951472,-0.6507913734559685,-0.01581300473389912,0.5881691402045969,-0.363447291176859,0.5481264273127467,0.40520087141002964,0.21514381498506474,0
infant10,49,0.4947182961610712,-0.5683485489899001,-0.6228059424974918,-0.6507913734559685,0.2735608471145264,0.7423523129362094,-0.41996683588440276,1.2190832936922302,0.6721234474125031,0.2654222960100979,0
infant10,50,0.27902983169773354,-0.7919617348020135,-0.6715597441941183,-0.5592548233558727,0.6707616196697298,0.846869234297715,-0.4671349324750209,0.8225726484136329,0.35813962961980955,-0.028506911768531647,0
infant10,51,-0.21063002113006882,-0.7351335301747275,-0.639803872911042,-0.4743416490252569,-1.1309027992114338,0.08100323192811484,-0.6789218379894989,0.3128498817955682,0.026967216235120616,-0.3492212463118614,0
infant10,52,-0.9907236084312769,0.6856463896318442,1.0285636207274675,0.31622776601683794,20.50302003568882,-1.237377360901071,1.2397107991142389,-1.1371182764706331,-1.2671100696981736,-0.7121504617250387,0
infant10,53,0.20835850739046696,1.9654379189109152,1.9567303097322428,2.691255681435181,-0.5216193574976896,-1.3654494182836983,1.4149963107641799,-1.447000135345661,-1.9376098098142631,1.621453473760714,0
infant10,54,0.34543273596872504,1.4097372990087347,0.103275521027212,0.6210590034081188,0.7959846764436979,-1.222820488388209,0.3424691459421777,-0.8910161865760903,-0.579524517625303,1.449896817880653,0
infant10,55,-2.6512725160901898,-0.6438180683587991,0.39526031847419,0.5144957554275266,-0.5867578451805399,-4.059167955984598,-0.9198489024650939,-1.2467065203741443,-1.7783487851957316,-1.8269257110274162,0
infant10,56,-2.5679836866847667,-0.7855711492229807,0.32634896316337386,0.41403933560541256,-0.5203115952224082,-2.3792045060323463,-0.7913918494141001,-1.4898029554561132,-1.8583637900745966,-1.59091803108116,0
infant10,57,-1.1607453826235448,0.17500785469897515,-0.6640244357713166,-0.7378647873726217,-0.43586671931612986,-0.1949967769394135,-0.058647427633619006,-1.1604309218746143,-1.1706194857160832,-1.1366939514540035,0
infant10,58,-0.4126572846813532,0.3064210914931902,-0.07758489659410155,-0.737864787372622,-0.1845312145238673,-0.6614835157171733,-0.09256636187269338,-0.6226085814552682,-0.6684454392997758,-0.38596970374714357,0
infant10,59,-0.6309927408382023,-0.21619282845813992,-0.10856776381917585,-0.737864787372622,0.21675525674708584,-0.532531087647101,-0.1413965683038583,-0.6322257343134154,-0.2803818264398127,-0.4962992732711732,0
