record_name,window_idx,mean_rr_dev,sdnn_dev,rmssd_dev,pnn50_dev,lf_hf_ratio_dev,rr_ms_min_dev,rr_ms_max_dev,rr_ms_25%_dev,rr_ms_50%_dev,rr_ms_75%_dev,label
infant7,10,1.860952393848482,2.5180782007665456,3.1967648073278387,0.0,2.195292259065461,1.6567894072769656,2.308490228423085,1.2139197270769586,1.597785432383755,2.182789415200739,0
infant7,11,0.3927217683434695,-0.1754807255612097,0.6479854086605281,0.0,-0.6650752945677609,0.4234008652363955,0.17967760293260782,0.722105367752898,0.37309379171728574,0.13855340494792107,0
infant7,12,1.0854308634858976,3.006023315786193,3.8157128277932797,0.0,-0.5422698611085504,0.27602622373694563,3.9302593776378423,0.5743796858006126,0.6250401916337511,0.44896438481409606,0
infant7,13,4.0867360267160056,2.78114107838188,3.6082222050489885,0.0,-0.7300145826137338,1.4216373066218164,2.2531228328699715,2.144222866538122,7.905783228163049,3.3364564140724764,0
infant7,14,2.1949090365701815,1.2274120145059966,0.7924118420681995,0.0,-0.41669127857994265,3.1529207238541717,1.5644952634517255,3.595010392612468,2.3346669609935655,1.8043058892946715,0
infant7,15,0.08021524847433083,-0.24708699299133535,-0.6479895654375033,0.0,-0.5099873504956751,-0.12976870516391123,-0.08622038353049548,0.7126075002649179,0.02874797872880181,0.07215022887692171,0
infant7,16,-0.422424398358622,-0.6499676514834587,-0.41339738434754353,0.0,-0.4446868793782279,-0.2300894966542111,-0.501247599471251,-0.13097231925750558,-0.2759435834677613,-0.5316881677189236,0
infant7,17,-0.9125937442381438,-1.0485294241618,-0.4960183014368089,0.0,0.4314645415794655,-0.8488218982557173,-1.00486889441331,-0.640081946381371,-0.7531117067795489,-1.0092052803100275,0
infant7,18,-1.1813043388831659,-0.9584136935584783,-0.7338773129999322,0.0,-0.3772629921139542,-1.8474358962036266,-1.0237886460119163,-1.213330411081994,-0.9100099790252879,-1.072953637487062,0
infant7,19,-1.1840643653582517,-1.0369437642004842,-1.058990403114521,0.0,-0.14306230065099876,-1.5397947077242096,-1.0871479901714662,-1.1024526228887506,-0.8817479196336374,-1.1662008176484875,0
infant7,20,-0.9787165955572636,-1.3415768879002052,-0.8948272954476949,0.0,-0.6647165248542096,0.0,-1.2590489449335087,-0.9289667557167098,-0.7909566815953697,-1.0835618876782926,0
infant7,21,-0.3481061379856888,-0.2940499595360722,-0.10491125206253386,0.0,-0.7900378888943425,0.5111656508223535,0.07142707175774946,-0.09095085938862486,-0.40527251332389574,-0.505479858960348,0
infant7,22,2.287513595606861,7.702061310668523,41.421594798601404,0.0,-0.832357630919945,0.848528137423857,13.116479535234678,0.9756253786767113,1.1087049957303072,1.115870632044544,0
infant7,23,1.4458926291922611,2.751935008149071,2.838524313190392,2.846049894151541,-0.6421324522273321,-0.12468770970715815,2.78631368919024,-0.26892643710023856,0.7095968153485209,0.8472888593448866,1
infant7,24,-0.8927643197795864,-0.5244605724341995,-0.470131713992944,-0.4743416490252569,2.889854533252263,-0.9009197754061053,-0.4958761117437115,-1.2919036030116067,-1.0210291740340338,-1.0027194690877237,0
infant7,25,-0.9879722962945882,-0.5709786220790323,-0.3164564360405011,-0.4743416490252569,0.07289305521290708,-2.6722618895904264,-0.5016550873751575,-1.8418218405447613,-1.131733145291889,-1.2149131823145316,0
infant7,26,-0.21015868101288657,0.04860001609464634,-0.299840963298299,-0.4743416490252569,0.7408934184481857,-1.829465431562232,-0.26347202012782245,-1.4726737277175364,-0.7373828388395008,-0.30603613304717864,0
infant7,27,0.2896288166906065,-0.05256929266156413,-0.42197968063401137,-0.4743416490252569,0.7140945231258103,-0.16577368919866364,-0.2821725646073709,0.3535533905932738,0.3405753710666259,1.304705424593513,0
