record_name,window_idx,rr_ms_mean_dev,rr_ms_std_dev,rr_ms_min_dev,rr_ms_max_dev,rr_ms_25%_dev,rr_ms_50%_dev,rr_ms_75%_dev,label
infant1,10,0.4754565431082189,-1.687689519257485,1.3035390847163342,-0.37435064886346636,0.764182420321137,0.532330080740757,0.2876779808912295,0
infant1,11,0.738992175542694,-1.0162250671333335,1.0880682963167625,-0.15191090506254856,1.0790090157371015,0.8830426057755804,0.6091316520032297,0
infant1,12,1.1206722373034674,-0.9955914897559349,1.287592612918428,-0.23968063858108984,1.3035704246909534,1.1473525658871202,0.8581163303210351,0
infant1,13,0.272924423318374,-0.14598270875955752,0.0,-0.3407771005482397,0.32457845056097284,0.15702717677706635,0.35355339059327373,0
infant1,14,-0.8148712227333935,-1.8692931529315147,-0.1597870923873945,-2.7676528323633756,-0.2745025336700787,-0.4522670168666454,-1.0159281922178947,0
infant1,15,-1.7343856191354452,-1.6319671105233862,-0.40224091389239314,-2.229504351907037,-1.085689525558774,-1.678508654832569,-1.5439507063969946,0
infant1,16,-2.2695890633246503,-1.5289135611016653,-1.9378267243985243,-1.9355468125092303,-1.8837414450388557,-2.377887261012804,-2.0953616729673508,0
infant1,17,-1.3430130138627663,-0.31115372861000756,-1.6321024444751409,-0.6830552080014558,-1.598439809058418,-1.2562885295843553,-1.1504474832710556,0
infant1,18,-1.2487553664029674,0.03314507049138501,-1.311124562750477,-0.5548991898883171,-1.9568912911788203,-1.5989126740164488,-0.9486832980505138,0
infant1,19,-1.5976128256166042,-1.1831927032070204,-1.0627378626481105,-1.656789407276961,-1.4926021201871082,-1.3016551193853385,-1.8418218405447613,0
infant1,20,-1.4674522095560372,-0.7217742786399304,-1.5390440917718713,-1.5761460760989014,-1.201704585366791,-1.6183420966744093,-1.4726737277175364,0
infant1,21,-1.4403093509017615,-0.8838740340078974,-1.246814121890454,-1.607826602273617,-1.5503028655880644,-1.276884796138123,-1.649915822768611,0
infant1,22,0.9274646000820692,8.31298959565682,-1.0462287486943735,3.992381788352249,-0.7000793785793754,-0.795495128834866,2.679467382623913,0
infant1,23,4.355082699743268,1.5771913881390047,0.0,2.3942959426989145,5.366265033176955,5.804830670510594,3.069179452935494,0
infant1,24,3.4777815128815392,1.1413550130109154,6.911835457225164,2.3512914384591785,3.1897212265543713,3.4144866175180653,2.6746484250741815,0
infant1,25,2.2908060885640267,0.9426160064527201,2.659903939613523,1.6904860535475872,2.358640882624316,2.3654529898967436,2.049902227571774,0
infant1,26,1.3120650274600052,0.18239436106754653,1.8600181073493225,0.9262702919215848,1.631880335124181,1.2858612496840993,0.9822519453998891,0
infant1,27,1.0968849159699934,-0.6324486517527111,2.5580062991351467,0.49146808069127484,1.2871974062395253,1.0447106778344486,0.8060178374380643,0
infant1,28,0.7285197600751405,0.10214963353406063,0.8911327886790068,0.3895045189656326,0.8305269878573845,0.8611944531624816,0.6598107924518664,0
infant1,29,1.1225768229694355,1.4392619466396854,0.7336739820667777,1.3904057134556465,0.6734498270515744,1.181079712797909,1.4579444718099932,0
infant1,30,0.9775814549826006,1.2910679298194334,0.5940885257860046,1.1599078380434422,0.35246720249458074,1.0650704202070396,1.2085588892890546,0
infant1,31,1.0336171132239549,1.7565976427415435,0.4518480570575338,1.3522975184874353,0.206366253008141,0.897485070658446,1.4902984168323052,0
infant1,32,1.2529276233865607,1.0891756538733368,0.6771193144769497,1.6325259094637423,0.633308308829423,0.7928773455269336,1.6214023165196787,0
infant1,33,-0.8073032225061388,-0.7601926924843124,0.5586003794790615,-0.5144957554275266,-0.2381027370397669,-0.8832568637021988,-0.6499253832207921,0
infant1,34,-0.8159890135069305,-0.6398145800831314,0.5144957554275266,1.2848354521250716,-0.06811149137797111,-1.0481167020852855,-1.066313190457908,0
infant1,35,0.726187252950496,0.08232116576630565,1.44913767461895,1.0692553888637533,0.9535608792916536,-0.2407281988114821,0.417300535929983,0
infant1,36,0.9858373698827688,-0.34105864036373595,1.161895003862228,-0.25392128960444915,2.4583698888853642,1.2164973373633337,0.37994267415435756,0
infant1,37,0.44991302343825956,-0.9520643956569023,0.9486832980505138,-0.8262428004856279,1.8720599068755452,0.30789355227393245,-0.09839136405668739,0
infant1,38,0.0730671190311468,-1.2675755644914046,2.3983690110246685,-1.0045351706590022,1.5308582370413801,-0.18394180184548972,-0.6164172417563256,0
infant1,39,-0.7578277319693426,-1.7528606152396202,1.742842505793335,-2.2135943621178655,1.2191158215048283,-0.7375837923560112,-1.2009067974528909,0
infant1,40,-1.2787444095437446,-0.7353841633355307,-1.3887301496588271,-1.6213807017289963,0.9938837346736188,-0.6095569153307367,-0.9818833716331152,0
infant1,41,-1.128927606968359,-0.3659177187487285,-1.3887301496588271,-0.8053747133649548,-0.14677381643703005,-1.3299291922661567,-0.8058707585590363,0
infant1,42,-0.535836462177967,-0.31894436209176225,0.4629100498862757,-0.6490990986661397,-0.4155053813212616,-1.0998533626601497,-0.18212504816617942,0
