record_name,window_idx,rr_ms_mean_dev,rr_ms_std_dev,rr_ms_min_dev,rr_ms_max_dev,rr_ms_25%_dev,rr_ms_50%_dev,rr_ms_75%_dev,label
infant4,10,0.45519835295629335,-1.3401004536892207,1.4230249470757705,-0.9052343483724699,1.0940359029584168,0.3495148992817626,-0.2202669294643057,0
infant4,11,0.6549636930418757,-0.3426269307494501,0.7826908981308104,0.0819537547062183,0.9328060455657772,0.29834709485930533,0.2646057585454787,0
infant4,12,0.15786089763838757,0.46224533006602414,0.2153874475853214,0.2300894966542111,-0.07563292261344448,-0.06269075692928237,0.4716202172199795,0
infant4,13,-0.07674435357253812,-0.009282632096864652,0.1325537585864793,-0.6490990986661468,-0.06302187238523516,0.0,0.11887004042539724,0
infant4,14,1.4472871090622093,-0.1852381600750865,0.9618600860701209,0.8806428986221525,1.0455807431042095,1.9030320807801648,1.490300788861472,0
infant4,15,2.5859964535511457,0.6037690423146628,0.3236519640357905,2.1684189669725953,1.3831029910099037,2.4673016920821813,4.1483049230908335,0
infant4,16,0.9473872874419283,2.1754218533279004,0.16404358872971628,1.863731197330667,-1.4446979041520323,0.5233670255931796,2.2622447876589136,0
infant4,17,1.4856000323387817,1.480692821201864,-0.07771916402262156,1.0954451150103321,-0.7635743618455251,2.666869910953888,1.660195771588406,0
infant4,18,2.6015389708651973,-0.611355180045152,2.277769807095899,0.900155749763209,3.360807259885724,1.863731197330667,1.3506065048838247,0
infant4,19,0.6906236794764792,0.43565571126672664,0.9791300486523336,2.3190036174568145,0.8242658163389639,0.10590067644272516,0.5205801739138002,0
infant4,20,0.3834522770070857,-0.20490835473096947,1.181757895737503,1.6881943016134182,0.7378647873726185,0.3445799805526435,-0.1761660658544177,0
infant4,21,1.1056442157698998,-2.355547509392695,2.518710471456458,-0.8506515254893606,1.8330889377669162,0.7912361155626744,0.33129457822453967,0
infant4,22,1.370445741950963,-2.039711013238683,2.9417420270727606,-0.4029401962844353,1.4324085738511916,1.197218999737868,0.21154522262502884,0
infant4,23,1.4976499236786267,-0.2695756329512427,1.0634278818319056,1.3887301496588271,1.166455645509841,1.0315858573611307,0.8549108042488813,0
infant4,24,1.7806382260947873,0.21879222375954988,0.8806428986221525,1.25766751359445,0.9754067712350292,0.9948934062566199,2.064929641956222,0
infant4,25,1.3535430259206238,-0.39923330473590546,0.7252406676228423,0.4857183649987824,0.8067156052290669,0.8151178920340876,1.3637322409476202,0
infant4,26,0.7819345636904763,-0.5770591448715936,0.5753286360973826,-0.640411260268332,0.6843305861772702,0.7065636883405313,0.3558714135014709,0
infant4,27,-1.5929724286435667,0.7276068115488816,-1.4055314554285825,-0.5753286360973825,-0.7524039950055837,-1.5167754951658228,-1.012864792273465,0
infant4,28,-4.14077988715087,0.633621943010596,-3.0772658671930397,-1.0983546689131876,-4.554432691659544,-4.10969711652944,-3.742028564532594,0
infant4,29,-1.2417790230616608,2.355278725356721,-2.0,-1.0,-2.3446940869643953,-0.4534134496738906,-0.27602622373694563,0
infant4,30,0.02354009366178464,-0.08353039414965574,-0.29668830798635376,-0.8183932073645653,0.19364916731037363,0.12350804543888573,-0.08596023825918792,0
infant4,31,0.964264253163585,2.044822282762185,-0.29668830798635376,2.6467726395377142,0.1458075530268808,0.6895983262221418,1.2663773366792102,0
infant4,32,3.2385127005509444,4.617790415764661,1.0769372379266071,6.9162320474565995,1.6906335375360824,1.8371173070873836,4.369196768833345,0
infant4,33,2.7762411279260495,2.1230372431564604,1.658596815451666,2.603591994757971,2.310160623260455,3.895835166632396,2.6958769016939605,0
infant4,34,1.6009743135906953,-0.45279200120311597,3.0668132501752368,0.9139723588197041,2.0856653614614253,1.7270926754674283,1.5457041801560534,0
infant4,35,1.1049933570384285,-0.9622670041554758,1.7262448435382889,0.05770831628745332,1.5892055957535627,1.3677456599597988,0.985588679775706,0
infant4,36,1.0576197273718098,-0.6608359014524384,1.383393451384071,0.45116934443662937,1.2848950984468526,1.1224646293480136,0.8345229603962802,0
infant4,37,1.1899570677686693,-0.4462658380625794,1.1470553781789017,0.4924824621254195,1.315442945831241,1.319862161286075,1.1979443523712159,0
infant4,38,0.5155362332138385,0.3792278548259133,0.2342606428329091,0.3721042037676262,0.3552016670837363,0.6973416095922043,0.728708380963798,0
infant4,39,-0.18941773644722723,-0.27728150527074236,0.08078981593857042,0.06789311476144229,-0.08425577685471959,-0.06286255981904366,-0.3335104134946344,0
infant4,40,-0.4327649576331834,-0.30557607485216665,-0.13912166872805246,-0.09879973829081763,-0.4008918628686366,-0.2675647755047491,-0.5603155257282213,0
infant4,41,-1.4911430946471202,-0.8065148096827155,-0.7375837923560112,-1.6686191986823975,-1.0896246121996485,-1.258719587517408,-1.4726737277175361,0
infant4,42,-1.9723587627185382,0.07443751413713653,-1.0983546689131876,-0.5325352101035171,-2.0397003109502547,-1.8384776310850235,-1.8425768059199827,0
infant4,43,-1.7518019015473718,0.09283631510888302,-1.0983546689131876,-0.3822427371271532,-1.647713096614056,-2.1502302046259882,-1.9190076748710325,0
infant4,44,-1.207791209957939,-1.48620282924478,-0.5,-2.6142637586900093,-0.8506515254893606,-1.1713032141645454,-0.9181060500899735,0
infant4,45,-0.4490511062856986,-1.8540321093717134,-0.35032452487268206,-1.464280590275927,-0.11504474832710555,-0.5009208110931034,-0.7484439817263492,0
infant4,46,-0.1400496534697553,-1.254616764324546,0.4684047235827364,-1.2710342050120305,0.3899105458749464,-0.14212494941735013,-0.1216660658480719,0
infant4,47,0.6654390154351335,-0.9351496704405465,0.7517421626261059,-0.6769424331713366,1.1185967245670208,0.7381899525511761,0.48451453565410196,0
infant4,48,2.138866151752544,-1.6296040496177504,5.556573602867287,-0.15191090506255214,2.3995983400506886,1.7846432294188808,1.5485562036262919,0
infant4,49,1.1800521214311241,-0.06561975990656153,1.1375543287009422,0.0,0.5963646689688986,1.454153742489457,1.1063756885340053,0
infant4,50,0.45376564461456437,-0.3769349992846271,0.9486832980505138,-0.3402176237293701,0.5259871522349056,0.3318301123437157,0.19364916731037085,0
infant4,51,-0.27612770023892064,0.6125373362646395,-1.038871075751549,-0.1761660658544177,-0.13352273170741746,-0.2714973646448458,0.19364916731037085,0
infant4,52,-2.8053083783605404,0.6440691018160692,-2.8721729741366477,-2.0649296419562395,-2.6481659935497532,-2.143303524935281,-2.2531228328699657,0
infant4,53,-1.4459849040827835,2.688263213269324,-2.027173885552042,0.11858541225630749,-2.0370197885555696,-1.1903630898655668,-1.0963817585259525,0
infant4,54,0.3999857024663928,0.1778444770132105,0.3518083287385062,2.757435090054174,0.4606849062361581,0.3622844186547301,0.20074488153546932,0
infant4,55,0.26431616379980793,-0.12368582742769695,0.3108766560905083,1.9188064472004938,0.3753592528366603,0.2651650429449553,0.13552618543578,0
